"abalone_id","gender","length","diameter","height","whole_weight","shucked_weight","viscera_weight","shell_weight","rings","collector","collector_first","collector_last","collector_organization","water","water_region","feb_temp"
"2832",M,"0.535","0.405","0.14","0.818","0.402","0.1715","0.189","7","5",Haniya,Talley,Prince William Sound Science Center,"8",West Coast,"12.3"
"2840",F,"0.59","0.455","0.15","0.976","0.465","0.2055","0.2765","10","10",Hazel,Villa,University of Minnesota,"8",West Coast,"12.3"
"2847",M,"0.625","0.475","0.175","1.3405","0.656","0.283","0.337","10","4",Nate,Craig,NOAA Fisheries,"8",West Coast,"12.3"
"2852",F,"0.635","0.51","0.185","1.286","0.526","0.295","0.4105","12","4",Nate,Craig,NOAA Fisheries,"8",West Coast,"12.3"
"2864",M,"0.74","0.595","0.19","2.3235","1.1495","0.5115","0.505","11","11",Naima,Reyes,University of Houston,"8",West Coast,"12.3"
"2944",F,"0.63","0.485","0.185","1.167","0.548","0.2485","0.34","10","1",Jan,Odom,University of Houston,"8",West Coast,"12.3"
"2945",M,"0.63","0.51","0.17","1.1885","0.4915","0.3065","0.348","7","15",Conan,Dalton,University of Houston,"8",West Coast,"12.3"
"2950",M,"0.635","0.515","0.16","1.2075","0.5385","0.282","0.345","11","13",Betty,Berg,University of Houston,"8",West Coast,"12.3"
"2969",F,"0.68","0.505","0.17","1.3435","0.657","0.297","0.355","12","9",Danica,Tyler,University of Florida	,"8",West Coast,"12.3"
"2984",F,"0.525","0.41","0.135","0.7905","0.4065","0.198","0.177","8","7",Iona,Connolly,Florida Atlantic University,"8",West Coast,"12.3"
"2987",M,"0.535","0.405","0.175","1.2705","0.548","0.3265","0.337","13","9",Danica,Tyler,University of Florida	,"8",West Coast,"12.3"
"2990",M,"0.56","0.425","0.135","0.9415","0.509","0.2015","0.1975","9","15",Conan,Dalton,University of Houston,"8",West Coast,"12.3"
"3002",M,"0.64","0.495","0.165","1.307","0.678","0.292","0.266","11","13",Betty,Berg,University of Houston,"8",West Coast,"12.3"
"3020",I,"0.45","0.33","0.115","0.365","0.14","0.0825","0.1245","8","8",Kali,Metcalfe,Mote Marine Laboratory,"8",West Coast,"12.3"
"3026",I,"0.495","0.33","0.1","0.44","0.177","0.095","0.15","7","4",Nate,Craig,NOAA Fisheries,"8",West Coast,"12.3"
"3030",I,"0.52","0.41","0.14","0.6625","0.2775","0.1555","0.196","11","5",Haniya,Talley,Prince William Sound Science Center,"8",West Coast,"12.3"
"3033",I,"0.535","0.42","0.145","0.6885","0.273","0.1515","0.237","9","4",Nate,Craig,NOAA Fisheries,"8",West Coast,"12.3"
"3035",M,"0.54","0.42","0.19","0.6855","0.293","0.163","0.38","10","4",Nate,Craig,NOAA Fisheries,"8",West Coast,"12.3"
"3041",F,"0.57","0.47","0.14","0.871","0.385","0.211","0.2315","10","8",Kali,Metcalfe,Mote Marine Laboratory,"8",West Coast,"12.3"
"3069",M,"0.65","0.51","0.175","1.3165","0.6345","0.2605","0.364","12","3",Inaya,Bernard,Stanford University,"8",West Coast,"12.3"
"3080",F,"0.7","0.555","0.22","1.666","0.647","0.4285","0.455","11","9",Danica,Tyler,University of Florida	,"8",West Coast,"12.3"
"3087",I,"0.355","0.27","0.075","0.204","0.3045","0.046","0.0595","7","15",Conan,Dalton,University of Houston,"8",West Coast,"12.3"
"3092",M,"0.495","0.38","0.12","0.474","0.197","0.1065","0.1545","10","10",Hazel,Villa,University of Minnesota,"8",West Coast,"12.3"
"3110",I,"0.38","0.29","0.085","0.2285","0.088","0.0465","0.075","7","14",Santiago,Vaughan,Ohio State University	,"8",West Coast,"12.3"
"3119",M,"0.51","0.415","0.145","0.751","0.3295","0.1835","0.203","8","11",Naima,Reyes,University of Houston,"8",West Coast,"12.3"
"3138",M,"0.465","0.36","0.105","0.488","0.188","0.0845","0.19","10","4",Nate,Craig,NOAA Fisheries,"8",West Coast,"12.3"
"3145",F,"0.625","0.48","0.2","1.3235","0.6075","0.3055","0.355","9","7",Iona,Connolly,Florida Atlantic University,"8",West Coast,"12.3"
"3147",M,"0.585","0.45","0.15","1.047","0.4315","0.276","0.315","14","3",Inaya,Bernard,Stanford University,"8",West Coast,"12.3"
"3162",F,"0.335","0.22","0.07","0.17","0.076","0.0365","0.05","6","15",Conan,Dalton,University of Houston,"8",West Coast,"12.3"
"3170",M,"0.56","0.45","0.155","0.9125","0.3595","0.271","0.35","10","9",Danica,Tyler,University of Florida	,"8",West Coast,"12.3"
"3172",M,"0.525","0.405","0.16","0.792","0.316","0.1455","0.28","13","10",Hazel,Villa,University of Minnesota,"8",West Coast,"12.3"
"3177",F,"0.49","0.38","0.13","0.539","0.229","0.1355","0.165","12","3",Inaya,Bernard,Stanford University,"8",West Coast,"12.3"
"3192",M,"0.65","0.515","0.18","1.3315","0.5665","0.347","0.405","13","2",Tiegan,Davie,"University of California, Davis","8",West Coast,"12.3"
"3217",M,"0.63","0.51","0.19","1.4985","0.4125","0.3075","0.545","16","1",Jan,Odom,University of Houston,"8",West Coast,"12.3"
"3223",M,"0.52","0.435","0.195","0.973","0.2985","0.2135","0.355","18","11",Naima,Reyes,University of Houston,"8",West Coast,"12.3"
"3225",M,"0.64","0.525","0.2","1.3765","0.44","0.3075","0.47","16","9",Danica,Tyler,University of Florida	,"8",West Coast,"12.3"
"3226",I,"0.44","0.35","0.12","0.375","0.1425","0.0965","0.115","9","4",Nate,Craig,NOAA Fisheries,"8",West Coast,"12.3"
"3229",I,"0.42","0.325","0.125","0.3915","0.1575","0.1025","0.115","9","13",Betty,Berg,University of Houston,"8",West Coast,"12.3"
"3232",M,"0.41","0.325","0.12","0.3745","0.158","0.081","0.125","12","12",Rebecca,Bennett,University of Houston,"8",West Coast,"12.3"
"3238",M,"0.635","0.51","0.155","1.156","0.428","0.289","0.315","18","6",Martin,Gaines,San Diego State University,"8",West Coast,"12.3"
"3243",M,"0.635","0.48","0.19","1.467","0.5825","0.303","0.42","15","12",Rebecca,Bennett,University of Houston,"8",West Coast,"12.3"
"3245",F,"0.69","0.555","0.205","1.8165","0.7785","0.4395","0.515","19","12",Rebecca,Bennett,University of Houston,"8",West Coast,"12.3"
"3258",M,"0.505","0.385","0.11","0.655","0.3185","0.15","0.185","9","4",Nate,Craig,NOAA Fisheries,"8",West Coast,"12.3"
"3263",F,"0.595","0.485","0.145","1.2515","0.5035","0.2925","0.33","14","10",Hazel,Villa,University of Minnesota,"8",West Coast,"12.3"
"3273",M,"0.465","0.36","0.125","0.4365","0.169","0.1075","0.145","11","10",Hazel,Villa,University of Minnesota,"8",West Coast,"12.3"
"3276",M,"0.46","0.355","0.11","0.415","0.215","0.082","0.13","12","13",Betty,Berg,University of Houston,"8",West Coast,"12.3"
"3279",M,"0.525","0.415","0.16","0.6445","0.26","0.1575","0.22","12","11",Naima,Reyes,University of Houston,"8",West Coast,"12.3"
"3287",F,"0.62","0.51","0.175","1.1255","0.4985","0.227","0.315","14","12",Rebecca,Bennett,University of Houston,"8",West Coast,"12.3"
"3329",I,"0.575","0.475","0.17","0.967","0.3775","0.284","0.275","13","9",Danica,Tyler,University of Florida	,"8",West Coast,"12.3"
"3335",I,"0.39","0.3","0.105","0.259","0.0955","0.038","0.085","8","5",Haniya,Talley,Prince William Sound Science Center,"8",West Coast,"12.3"
"3343",M,"0.43","0.33","0.095","0.34","0.1315","0.085","0.112","14","5",Haniya,Talley,Prince William Sound Science Center,"8",West Coast,"12.3"
"3345",I,"0.495","0.38","0.145","0.515","0.175","0.098","0.212","13","15",Conan,Dalton,University of Houston,"8",West Coast,"12.3"
"3353",F,"0.52","0.405","0.145","0.829","0.3535","0.1685","0.205","15","11",Naima,Reyes,University of Houston,"8",West Coast,"12.3"
"3361",F,"0.58","0.44","0.175","1.073","0.4005","0.2345","0.335","19","1",Jan,Odom,University of Houston,"8",West Coast,"12.3"
"3362",M,"0.41","0.315","0.095","0.306","0.121","0.0735","0.09","9","4",Nate,Craig,NOAA Fisheries,"8",West Coast,"12.3"
"3366",I,"0.44","0.31","0.115","0.3625","0.134","0.082","0.12","11","2",Tiegan,Davie,"University of California, Davis","8",West Coast,"12.3"
"3373",I,"0.44","0.33","0.135","0.522","0.17","0.0905","0.195","16","9",Danica,Tyler,University of Florida	,"8",West Coast,"12.3"
"3378",I,"0.255","0.19","0.07","0.0815","0.028","0.016","0.031","5","4",Nate,Craig,NOAA Fisheries,"8",West Coast,"12.3"
"3379",M,"0.335","0.255","0.075","0.1635","0.0615","0.0345","0.057","8","12",Rebecca,Bennett,University of Houston,"8",West Coast,"12.3"
"3382",M,"0.545","0.435","0.165","0.9955","0.3245","0.2665","0.325","19","6",Martin,Gaines,San Diego State University,"8",West Coast,"12.3"
"3385",F,"0.305","0.225","0.07","0.1485","0.0585","0.0335","0.045","7","10",Hazel,Villa,University of Minnesota,"8",West Coast,"12.3"
"3407",I,"0.35","0.28","0.075","0.196","0.082","0.04","0.064","8","7",Iona,Connolly,Florida Atlantic University,"8",West Coast,"12.3"
"3433",I,"0.36","0.27","0.09","0.219","0.097","0.0405","0.065","6","1",Jan,Odom,University of Houston,"8",West Coast,"12.3"
"3435",I,"0.37","0.28","0.09","0.2565","0.1255","0.0645","0.0645","6","5",Haniya,Talley,Prince William Sound Science Center,"8",West Coast,"12.3"
"3439",I,"0.43","0.335","0.105","0.378","0.188","0.0785","0.09","6","4",Nate,Craig,NOAA Fisheries,"8",West Coast,"12.3"
"3441",I,"0.465","0.37","0.1","0.5055","0.234","0.11","0.14","7","7",Iona,Connolly,Florida Atlantic University,"8",West Coast,"12.3"
"3446",I,"0.495","0.4","0.145","0.578","0.2545","0.1305","0.1645","8","10",Hazel,Villa,University of Minnesota,"8",West Coast,"12.3"
"3447",I,"0.5","0.385","0.11","0.596","0.3015","0.104","0.151","8","7",Iona,Connolly,Florida Atlantic University,"8",West Coast,"12.3"
"3468",M,"0.66","0.525","0.18","1.478","0.5815","0.381","0.372","10","1",Jan,Odom,University of Houston,"8",West Coast,"12.3"
"3476",I,"0.4","0.315","0.085","0.2675","0.116","0.0585","0.0765","6","10",Hazel,Villa,University of Minnesota,"8",West Coast,"12.3"
"3484",I,"0.47","0.355","0.115","0.4155","0.167","0.084","0.139","7","7",Iona,Connolly,Florida Atlantic University,"8",West Coast,"12.3"
"3501",M,"0.6","0.41","0.145","0.939","0.4475","0.196","0.268","8","10",Hazel,Villa,University of Minnesota,"8",West Coast,"12.3"
"3508",F,"0.64","0.5","0.165","1.1635","0.554","0.239","0.32","11","15",Conan,Dalton,University of Houston,"8",West Coast,"12.3"
"3514",F,"0.66","0.5","0.175","1.3275","0.556","0.2805","0.4085","9","7",Iona,Connolly,Florida Atlantic University,"8",West Coast,"12.3"
"3525",I,"0.32","0.24","0.085","0.131","0.0615","0.0265","0.038","6","10",Hazel,Villa,University of Minnesota,"8",West Coast,"12.3"
"3531",I,"0.36","0.265","0.09","0.2055","0.096","0.037","0.0585","7","5",Haniya,Talley,Prince William Sound Science Center,"8",West Coast,"12.3"
"3543",I,"0.455","0.435","0.11","0.4265","0.195","0.09","0.1205","8","2",Tiegan,Davie,"University of California, Davis","8",West Coast,"12.3"
"3548",I,"0.48","0.355","0.125","0.494","0.2385","0.0835","0.15","9","6",Martin,Gaines,San Diego State University,"8",West Coast,"12.3"
"3551",M,"0.505","0.39","0.115","0.5585","0.2575","0.119","0.1535","8","2",Tiegan,Davie,"University of California, Davis","8",West Coast,"12.3"
"3600",M,"0.735","0.555","0.22","2.333","1.2395","0.3645","0.6195","12","8",Kali,Metcalfe,Mote Marine Laboratory,"8",West Coast,"12.3"
"3607",F,"0.51","0.375","0.11","0.5805","0.2865","0.118","0.148","7","9",Danica,Tyler,University of Florida	,"8",West Coast,"12.3"
"3627",M,"0.69","0.53","0.19","1.5955","0.678","0.331","0.48","10","9",Danica,Tyler,University of Florida	,"8",West Coast,"12.3"
"3664",I,"0.55","0.4","0.135","0.717","0.3315","0.1495","0.221","9","1",Jan,Odom,University of Houston,"8",West Coast,"12.3"
"3665",I,"0.555","0.43","0.15","0.783","0.345","0.1755","0.247","9","1",Jan,Odom,University of Houston,"8",West Coast,"12.3"
"3680",M,"0.61","0.45","0.19","1.0805","0.517","0.2495","0.2935","10","15",Conan,Dalton,University of Houston,"8",West Coast,"12.3"
"3688",I,"0.625","0.485","0.16","1.15","0.5255","0.257","0.3315","11","12",Rebecca,Bennett,University of Houston,"8",West Coast,"12.3"
"3696",F,"0.65","0.52","0.195","1.281","0.5985","0.246","0.3825","10","10",Hazel,Villa,University of Minnesota,"8",West Coast,"12.3"
"3704",F,"0.67","0.51","0.155","1.278","0.5605","0.3045","0.358","11","12",Rebecca,Bennett,University of Houston,"8",West Coast,"12.3"
"3724",I,"0.47","0.355","0.12","0.4915","0.1765","0.1125","0.1325","9","8",Kali,Metcalfe,Mote Marine Laboratory,"8",West Coast,"12.3"
"3725",F,"0.485","0.365","0.15","0.9145","0.4145","0.199","0.273","7","15",Conan,Dalton,University of Houston,"8",West Coast,"12.3"
"3745",I,"0.275","0.205","0.065","0.101","0.041","0.021","0.034","5","5",Haniya,Talley,Prince William Sound Science Center,"8",West Coast,"12.3"
"3748",I,"0.385","0.29","0.1","0.2575","0.1","0.061","0.086","6","14",Santiago,Vaughan,Ohio State University	,"8",West Coast,"12.3"
"3752",I,"0.45","0.335","0.115","0.3935","0.195","0.071","0.11","7","10",Hazel,Villa,University of Minnesota,"8",West Coast,"12.3"
"3768",M,"0.555","0.46","0.16","0.86","0.3345","0.1935","0.275","10","5",Haniya,Talley,Prince William Sound Science Center,"8",West Coast,"12.3"
"3776",M,"0.58","0.45","0.155","0.8275","0.321","0.1975","0.2445","8","2",Tiegan,Davie,"University of California, Davis","8",West Coast,"12.3"
"3789",F,"0.63","0.475","0.15","1.072","0.433","0.2975","0.315","8","5",Haniya,Talley,Prince William Sound Science Center,"8",West Coast,"12.3"
"3791",F,"0.65","0.505","0.175","1.2075","0.5105","0.262","0.39","10","1",Jan,Odom,University of Houston,"8",West Coast,"12.3"
"3793",F,"0.655","0.52","0.175","1.472","0.6275","0.27","0.45","13","2",Tiegan,Davie,"University of California, Davis","8",West Coast,"12.3"
"3794",F,"0.665","0.525","0.18","1.5785","0.678","0.229","0.456","14","2",Tiegan,Davie,"University of California, Davis","8",West Coast,"12.3"
"3800",F,"0.705","0.56","0.17","1.4575","0.607","0.318","0.44","11","9",Danica,Tyler,University of Florida	,"8",West Coast,"12.3"
"3811",I,"0.525","0.4","0.125","0.5655","0.2435","0.119","0.175","8","1",Jan,Odom,University of Houston,"8",West Coast,"12.3"
"3813",F,"0.61","0.49","0.17","1.137","0.4605","0.2825","0.344","12","7",Iona,Connolly,Florida Atlantic University,"8",West Coast,"12.3"
"3823",F,"0.605","0.48","0.175","1.1685","0.4815","0.2305","0.356","9","13",Betty,Berg,University of Houston,"8",West Coast,"12.3"
"3831",M,"0.5","0.385","0.12","0.6335","0.2305","0.125","0.235","14","1",Jan,Odom,University of Houston,"8",West Coast,"12.3"
"3837",M,"0.41","0.325","0.1","0.3555","0.146","0.072","0.105","9","15",Conan,Dalton,University of Houston,"8",West Coast,"12.3"
"3838",I,"0.17","0.105","0.035","0.034","0.012","0.0085","0.005","4","11",Naima,Reyes,University of Houston,"8",West Coast,"12.3"
"3864",F,"0.655","0.5","0.18","1.4155","0.508","0.314","0.445","18","9",Danica,Tyler,University of Florida	,"8",West Coast,"12.3"
"3869",F,"0.44","0.34","0.135","0.3975","0.1505","0.0945","0.135","8","4",Nate,Craig,NOAA Fisheries,"8",West Coast,"12.3"
"3885",I,"0.29","0.225","0.075","0.152","0.071","0.059","0.045","9","14",Santiago,Vaughan,Ohio State University	,"8",West Coast,"12.3"
"3895",M,"0.495","0.38","0.135","0.6295","0.263","0.1425","0.215","12","7",Iona,Connolly,Florida Atlantic University,"8",West Coast,"12.3"
"3904",M,"0.635","0.48","0.235","1.064","0.413","0.228","0.36","16","6",Martin,Gaines,San Diego State University,"8",West Coast,"12.3"
"3914",I,"0.54","0.4","0.145","0.757","0.315","0.181","0.215","11","8",Kali,Metcalfe,Mote Marine Laboratory,"8",West Coast,"12.3"
"3916",I,"0.56","0.445","0.165","1.0285","0.4535","0.253","0.275","11","15",Conan,Dalton,University of Houston,"8",West Coast,"12.3"
"3932",I,"0.55","0.44","0.165","0.8605","0.312","0.169","0.3","17","13",Betty,Berg,University of Houston,"8",West Coast,"12.3"
"3954",I,"0.465","0.355","0.12","0.5805","0.255","0.0915","0.184","8","5",Haniya,Talley,Prince William Sound Science Center,"8",West Coast,"12.3"
"3962",M,"0.695","0.55","0.205","2.173","1.133","0.4665","0.496","10","1",Jan,Odom,University of Houston,"8",West Coast,"12.3"
"3974",I,"0.415","0.33","0.1","0.3905","0.1925","0.0755","0.1025","7","6",Martin,Gaines,San Diego State University,"8",West Coast,"12.3"
"3982",M,"0.565","0.455","0.15","0.9795","0.444","0.205","0.275","8","10",Hazel,Villa,University of Minnesota,"8",West Coast,"12.3"
"3986",M,"0.63","0.48","0.185","1.21","0.53","0.2555","0.322","11","5",Haniya,Talley,Prince William Sound Science Center,"8",West Coast,"12.3"
"3989",M,"0.665","0.515","0.165","1.3855","0.621","0.302","0.3445","8","11",Naima,Reyes,University of Houston,"8",West Coast,"12.3"
"3990",F,"0.67","0.52","0.195","1.8065","0.758","0.3735","0.5055","11","4",Nate,Craig,NOAA Fisheries,"8",West Coast,"12.3"
"3994",M,"0.72","0.6","0.235","2.2385","0.984","0.411","0.621","12","7",Iona,Connolly,Florida Atlantic University,"8",West Coast,"12.3"
"4004",I,"0.51","0.39","0.125","0.597","0.293","0.1265","0.1555","8","6",Martin,Gaines,San Diego State University,"8",West Coast,"12.3"
"4024",I,"0.275","0.2","0.07","0.096","0.037","0.0225","0.03","6","10",Hazel,Villa,University of Minnesota,"8",West Coast,"12.3"
"4037",I,"0.54","0.42","0.14","0.74","0.3595","0.159","0.1985","8","14",Santiago,Vaughan,Ohio State University	,"8",West Coast,"12.3"
"4041",F,"0.575","0.45","0.12","0.9585","0.447","0.169","0.275","12","5",Haniya,Talley,Prince William Sound Science Center,"8",West Coast,"12.3"
"4049",F,"0.625","0.495","0.16","1.234","0.6335","0.192","0.35","13","3",Inaya,Bernard,Stanford University,"8",West Coast,"12.3"
"4060",M,"0.515","0.39","0.12","0.6125","0.302","0.1365","0.1415","8","7",Iona,Connolly,Florida Atlantic University,"8",West Coast,"12.3"
"4075",I,"0.52","0.4","0.14","0.622","0.278","0.1455","0.169","8","2",Tiegan,Davie,"University of California, Davis","8",West Coast,"12.3"
"4089",M,"0.6","0.47","0.13","1.0105","0.423","0.219","0.298","9","10",Hazel,Villa,University of Minnesota,"8",West Coast,"12.3"
"4092",M,"0.625","0.5","0.18","1.3705","0.645","0.303","0.3705","12","2",Tiegan,Davie,"University of California, Davis","8",West Coast,"12.3"
"4095",M,"0.63","0.53","0.175","1.4135","0.667","0.2945","0.3555","13","1",Jan,Odom,University of Houston,"8",West Coast,"12.3"
"4099",F,"0.65","0.495","0.16","1.3105","0.577","0.3315","0.355","9","11",Naima,Reyes,University of Houston,"8",West Coast,"12.3"
"4105",F,"0.71","0.545","0.175","1.907","0.8725","0.4565","0.475","11","5",Haniya,Talley,Prince William Sound Science Center,"8",West Coast,"12.3"
"4115",F,"0.57","0.45","0.15","0.9645","0.531","0.189","0.209","9","5",Haniya,Talley,Prince William Sound Science Center,"8",West Coast,"12.3"
"4120",I,"0.3","0.215","0.05","0.1185","0.048","0.0225","0.042","4","1",Jan,Odom,University of Houston,"8",West Coast,"12.3"
"4148",M,"0.695","0.55","0.195","1.6645","0.727","0.36","0.445","11","2",Tiegan,Davie,"University of California, Davis","8",West Coast,"12.3"
"4153",I,"0.37","0.28","0.09","0.218","0.0995","0.0545","0.0615","7","8",Kali,Metcalfe,Mote Marine Laboratory,"8",West Coast,"12.3"
"4157",M,"0.475","0.37","0.11","0.4895","0.2185","0.107","0.146","8","9",Danica,Tyler,University of Florida	,"8",West Coast,"12.3"
"4160",F,"0.56","0.44","0.135","0.8025","0.35","0.1615","0.259","9","6",Martin,Gaines,San Diego State University,"8",West Coast,"12.3"
